,Unnamed: 0,transmission_line_id,circuit_id,province,operating_region,owner,number_of_circuits,current,line_segment_length_km,line_segment_length_mi,line_length_km,line_length_mi,voltage_in_kv,reactance_in_ohm,summer_ampacity,winter_ampacity,summer_rating_in_mva,winter_rating_in_mva,power_factor,smax,summer_capacity_in_mw,winter_capacity_in_mw,starting_node_name,starting_node_code,ending_node_name,ending_node_code,notes,sources
663,663,11339,D7F,ON,Ontario,HONI,1,ac,1.1,0.679,15.4,9.506,115,,,,,,,3.0,98,108,,ON_DET_TSS,,ON_DET_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
664,664,11340,D7F,ON,Ontario,HONI,1,ac,2.0,1.235,15.4,9.506,115,,,,,,,3.0,98,108,,ON_DET_JCT,,ON_KJ6_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
665,665,11341,D7F,ON,Ontario,HONI,1,ac,5.5,3.395,15.4,9.506,115,,,,,,,3.0,98,108,,ON_KJ6_JCT,,ON_SBT_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
666,666,11342,D7F,ON,Ontario,HONI,1,ac,2.4,1.481,15.4,9.506,115,,,,,,,3.0,98,108,,ON_SBT_JCT,,ON_KM7_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
667,667,11343,D7F,ON,Ontario,HONI,1,ac,2.4,1.481,15.4,9.506,115,,,,,,,3.0,98,108,,ON_SBT_JCT,,ON_KJ2_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
668,668,11344,D7F,ON,Ontario,HONI,1,ac,1.0,0.617,15.4,9.506,115,,,,,,,3.0,98,108,,ON_KJ2_JCT,,ON_KM3_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
669,669,11345,D7F,ON,Ontario,HONI,1,ac,1.0,0.617,15.4,9.506,115,,,,,,,3.0,98,108,,ON_KM7_DSS,,ON_FPT_SWS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
670,670,11346,D7V,ON,Ontario,HONI,1,ac,4.5,2.778,85.1,52.531,230,,,,,,,3.0,402,435,,ON_DET_TSS,,ON_WTN_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
671,671,11347,D7V,ON,Ontario,HONI,1,ac,0.1,0.062,85.1,52.531,230,,,,,,,3.0,402,435,,ON_WTN_JCT,,ON_WTN_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
672,672,11348,D7V,ON,Ontario,HONI,1,ac,4.0,2.469,85.1,52.531,230,,,,,,,3.0,402,435,,ON_WTN_JCT,,ON_SCF_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
673,673,11349,D7V,ON,Ontario,HONI,1,ac,0.1,0.062,85.1,52.531,230,,,,,,,3.0,402,435,,ON_SCF_JCT,,ON_SCF_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
674,674,11350,D7V,ON,Ontario,HONI,1,ac,18.8,11.605,85.1,52.531,230,,,,,,,3.0,402,435,,ON_SCF_JCT,,ON_GUE_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
675,675,11351,D7V,ON,Ontario,HONI,1,ac,12.7,7.84,85.1,52.531,230,,,,,,,3.0,402,435,,ON_GUE_JCT,,ON_CBL_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
676,676,11352,D7V,ON,Ontario,HONI,1,ac,6.4,3.951,85.1,52.531,230,,,,,,,3.0,402,435,,ON_CBL_DSS,,ON_SPR_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
677,677,11353,D7V,ON,Ontario,HONI,1,ac,1.5,0.926,85.1,52.531,230,,,,,,,3.0,402,435,,ON_SPR_JCT,,ON_CED_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
678,678,11354,D7V,ON,Ontario,HONI,1,ac,9.4,5.802,85.1,52.531,230,,,,,,,3.0,402,435,,ON_GUE_JCT,,ON_FGS_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
679,679,11355,D7V,ON,Ontario,HONI,1,ac,0.1,0.062,85.1,52.531,230,,,,,,,3.0,402,435,,ON_FGS_JCT,,ON_FGS_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
680,680,11356,D7V,ON,Ontario,HONI,1,ac,27.5,16.975,85.1,52.531,230,,,,,,,3.0,402,435,,ON_FGS_JCT,,ON_ORA_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
681,681,11357,D8S,ON,Ontario,HONI,1,ac,2.3,1.42,59.3,36.605,115,,,,,,,3.0,98,108,,ON_DET_TSS,,ON_LEO_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
682,682,11358,D8S,ON,Ontario,HONI,1,ac,1.0,0.617,59.3,36.605,115,,,,,,,3.0,98,108,,ON_LEO_JCT,,ON_RSH_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
683,683,11359,D8S,ON,Ontario,HONI,1,ac,56.0,34.568,59.3,36.605,115,,,,,,,3.0,98,108,,ON_LEO_JCT,,ON_SMY_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
684,684,11360,D9F,ON,Ontario,HONI,1,ac,1.1,0.679,15.4,9.506,115,,,,,,,3.0,98,108,,ON_DET_TSS,,ON_DET_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
685,685,11361,D9F,ON,Ontario,HONI,1,ac,2.0,1.235,15.4,9.506,115,,,,,,,3.0,98,108,,ON_DET_JCT,,ON_KJ6_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
686,686,11362,D9F,ON,Ontario,HONI,1,ac,5.5,3.395,15.4,9.506,115,,,,,,,3.0,98,108,,ON_KJ6_JCT,,ON_SBT_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
687,687,11363,D9F,ON,Ontario,HONI,1,ac,2.4,1.481,15.4,9.506,115,,,,,,,3.0,98,108,,ON_SBT_JCT,,ON_KM7_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
688,688,11364,D9F,ON,Ontario,HONI,1,ac,2.4,1.481,15.4,9.506,115,,,,,,,3.0,98,108,,ON_SBT_JCT,,ON_KJ2_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
689,689,11365,D9F,ON,Ontario,HONI,1,ac,1.0,0.617,15.4,9.506,115,,,,,,,3.0,98,108,,ON_KJ2_JCT,,ON_KM3_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:None, ending_node_code:None, other_references:None, notes:None"
690,690,11366,D9F,ON,Ontario,HONI,1,ac,1.0,0.617,15.4,9.506,115,,,,,,,3.0,98,108,,ON_KM7_DSS,,ON_FPT_SWS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
691,691,11367,D9HS,ON,Ontario,HONI,1,ac,1.0,0.617,14.0,8.642,115,,,,,,,3.0,98,108,,ON_DEC_SWS,,ON_HOO_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
692,692,11368,D9HS,ON,Ontario,HONI,1,ac,1.0,0.617,14.0,8.642,115,,,,,,,3.0,98,108,,ON_HOO_JCT,,ON_VNS_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
693,693,11369,D9HS,ON,Ontario,HONI,1,ac,1.0,0.617,14.0,8.642,115,,,,,,,3.0,98,108,,ON_VNS_DSS,,ON_LOU_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
694,694,11370,D9HS,ON,Ontario,HONI,1,ac,4.5,2.778,14.0,8.642,115,,,,,,,3.0,98,108,,ON_LOU_JCT,,ON_CLT_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
695,695,11371,D9HS,ON,Ontario,HONI,1,ac,6.5,4.012,14.0,8.642,115,,,,,,,3.0,98,108,,ON_LOU_JCT,,ON_GND_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
696,696,11372,E1C,ON,Ontario,HONI,1,ac,50.0,30.864,467.9,288.827,115,,,,,,,1.01,33,37,,ON_EAF_DSS,,ON_SLC_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
697,697,11373,E1C,ON,Ontario,HONI,1,ac,70.0,43.21,467.9,288.827,115,,,,,,,1.01,33,37,,ON_SLC_JCT,,ON_SLF_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
698,698,11374,E1C,ON,Ontario,HONI,1,ac,0.1,0.062,467.9,288.827,115,,,,,,,1.01,33,37,,ON_SLF_JCT,,ON_SLF_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
699,699,11375,E1C,ON,Ontario,HONI,1,ac,20.0,12.346,467.9,288.827,115,,,,,,,1.01,33,37,,ON_SLF_JCT,,ON_GLP_JCT,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:6, line_segment_length_mi:6, line_length_km:6, line_length_mi:6, voltage:6, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
700,700,11376,E1C,ON,Ontario,HONI,1,ac,60.0,37.037,467.9,288.827,115,,,,,,,1.01,33,37,,ON_GLP_JCT,,ON_CTL_DSS,,"circuit_id:281, owner:281, planning_rgn:None, num_of_circuits:None, current:None, line_segment_length_km:7, line_segment_length_mi:7, line_length_km:7, line_length_mi:7, voltage:7, reactance:24, smax:25, sum_ampacity:None, win_ampacity:None, sum_rating:None, win_rating:None, power_factor:None, win_capacity:23, starting_node_code:None, ending_node_name:281, ending_node_code:None, other_references:None, notes:None"
